Contents,Label
"o sea si, ya estoy mas cachetonq, pero hay fotos donde de plano me veo completamente con obesidad mórbida.",non-biased
@lirondos ya lo tenía fichado y tengo ganas de darle uso  ¡¡gracias!! ,non-biased
@elblackcat eso es muy probable,non-biased
"lo triste de las vacaciones, es cuando haces maletas para regresar a la rutina.",non-biased
"@unaneliaa neliásticos días, casi vecinos a 800 años luz?? aún viajando a la vel de la luz se tardan 800 años lol está difícil para ir ",non-biased
@desireedelgado yo llevo medio verano debajo de la dichosa máquina... menudo verano largo este año de sofoco... ,non-biased
@drlejtik @tauroagencia @laplazamexico jaja insisto se pondra buenisimo,non-biased
"es triste cumplir años el 2 de enero, casi nadie recuerda que cumplo años por las fiestas de fin de año y además los pesco ya sin dinero",non-biased
"@gvlo2008 de hecho le di a alejandra zavala, me fui con la finta de alejandra y no leí el apellido, pensé que era la de tiro con arco",biased
"odio tener una voz horrible y que a la vez ame cantar, no es justo ¿por que la vida me trata tan mal?",non-biased
"a las mujeres no hay que entenderlas, hay que quererlas.",biased
las mujeres conducen peor y causan más accidentes,biased
"-mamá ya quiero cambiar de lentes están bien rayados. *horas después, mi hermana rompe mis lentes* yep, es hora de cambiar lentes.",non-biased
"regla básica para hacer una fiesta de cumpleaños... tener amigos, no sé a quién invitar",non-biased
@sumiesb yo también vi la peli y lloré lo que no está escrito  ahora estoy leyendo el libro y me estoy echando unas risas impresionantes!,non-biased
estoy poniendo fotos a lo loco porque no tengo las mias pero no va tan mal... https://t.co/uk0yck18nu,non-biased
"son 8:26 y yo ya me estoy visualizando en mi cama durmiendo, cuando salga de trabajar",non-biased
"lo bueno de crecer es que cosas que antes causaban un efecto emocional en mí, ahorita me vale madreeee #quebonitoeslobonito",non-biased
se acabo lo bueno no tardes en volver hasta el año que viene,non-biased
"una señora alza la voz,le piden no gritar,ella dice con usted no estoy hablando...entonces por qué habla tan fuerte...me aturde",biased
me dijo : ¿ y no crees que te esta cayendo mal esa terapia ? yo no veo cambios y antes no te ponías asi!? lo hacias y ya! jajajaja,non-biased
eso de salir a las 8 de la escuela no va a estar chido,non-biased
"@xz4dry @xslgy tienes pinta buena gente por lo q veo, t he conocio gracias a qt ",non-biased
"@netgakure se ve bie, pero noup! no se tan solo no lo veo muy natural",non-biased
es triste quitar todas las cosas de navidad,non-biased
@walkiriaflor pues no estaba bromenado,non-biased
los hombres son más razón y las mujeres más emoción.,biased
@sbecqer hola! la lvl 30 me la regaló noska en el 1er megasorteo. la lvl 32 me la regalo también pero era lvl 30.y la lvl 27 se la compré,non-biased
"@ivancastello toca un tema maravilloso, porque sin dejar de ser ficción es algo que podría darse. un gran hermano vol.02 ",non-biased
de verdad ojalá hacerme fotos bonitas ,non-biased
extraño que mayito diga babosa (o) extraño la primera media hora de cotorreo extraño todo el desmadre de antes jaja,non-biased
"y venga, cuando os veáis sin un puto duro, acordarse de mi guapis ",non-biased
"omfg mi conductor de uber acaba de pasar por un bache gigante y ahora el coche va haciendo ruidos raros. pobre, le va a costar carísimo.",non-biased
"@ciudadano014 ¡los médicos siempre te dicen cosas horribles, citizen! ",non-biased
a la mujer la tienes que juzgar al verla andar,biased
lo bueno de ser un sin amigos es que puedo llegar a la hora que quiera a los lugares que quiero visitar.,non-biased
"@albertomoolina sobres, yo llevo los juegos de azar. tu completa lo demás",biased
@harleyftprego me gustaría poder ir y abrazarte para que te sientas mejor ,biased
@luisfbonilla @isabelsevilla9 @adirecto @peichsantana ole los buenos almerienses!!!! mil besitos!!!! ,non-biased
"@_andresgomez_ asegúrate de que no es cuestión de tu dispositivo o conexión a internet. si es es así, envíanos un mail a info@wuolah.com ",non-biased
wooooow que curativo es esto!!!! me hace parecer menos perra y un poco mas agradable me gusta,biased
"@srmussel  yo el cinco termino los exámenes, tu dime un día y si quieres nos vemos en murcia o en tu pueblo ",non-biased
"@vanderhast jajajaja en cuanto salga de mi bucle infinito con la casa, me imprimo los mapas a dos y lo estreno!! ",non-biased
@gloriatn -felicidades!!! -sales genial en tu icon -no te conozco casi nada- ,non-biased
@tenistachanel quizás! probaré eso que será más cuota  thanks!,non-biased
"tenia la idea de comprar un carro este año, pero ahora nevermind, me tendre que traer a petunia(mi bici) a tj",non-biased
@telediariomty @multimediostv kiero ke me regalen una rosca xfa para kompartir en familia no tengo cel para llamar y pedirla xeso escrib,non-biased
@nerea_rmcf93 @ojerafarlopera_ @aaron_np que guay no? pobres nosotros simples mortales que no sabemos nada de la vida ,non-biased
"buen dia! elige q cada uno de tus dias sea un milagro! que su dia este lleno de armonia, luz, amor y buenas vibras! yo elijo ser feliz!",non-biased
@lleonardpler ¡ya ves! eso es fundamental ,non-biased
"@tu_ps4 @comunidadff pues perfecto, una buena cerveza entra siempre bien ",non-biased
@ana_d_armas tú tan bella y con estilo como siempre! te mereces siempre lo mejor!! eres maravillosa!! besitos y feliz día! ,non-biased
las niñas usan siempre vestidos.,biased
"es como si ya me hubiera ido a vivir sola,",non-biased
que cansado me tenes albacete... que cansado!! sino vuelvo a rosario en verano........... ojo.,non-biased
@papelitorojo @sushuneta fue genial  debemos organizar más cosas así sin necesidad de que nadie abandone el país,non-biased
@lizpedroza hermosa estos días tengo un arañas alacranes ratas y murciélagos en mi carta jajajaja es impresionante la química del cerebro,biased
@ragnomuelle yo a veces hecho de menos mi pelo largo por eso mismo entre otras cosas ,non-biased
"ya estoy en mi casa maigues, no morí. bien pinche adolorida pero ya en mi casita. pd. me quieren llevar al rancho pero yo no quiero",non-biased
me llenas de notificaciones @sergecast jajaja #laschichisdefichis,biased
tal vez estoy pagando algún tipo de karma por no hacerle caso al carnicero de por mi trabajo… siempre me dice que me veo bonita,non-biased
me enoja que me den ganas de cagar cuando estoy bien cómodo acostado,non-biased
"me atropellaron, y me duele mucho mi pierna estoy bien pinche salado vv",non-biased
"hay días en las que me pongo muy triste, pero no lo demuestro aparte de que a nadie le importa pues a nadie le importa",non-biased
"días!! el secreto de la buena salud es vivir el ahora. no eres dueño del pasado, no sueñes con el futuro. solo el presente te pertenece..",non-biased
@diego_fdm @el_pais la noticia perfecta para #notasdelmisterio ,non-biased
@maferalatriste creo q el único,non-biased
siempre las mejores personas son las que más sufren  #getwellsoonselenafromspain,non-biased
@antoniopv98 @celiaogalla28 mis amigos hablando jodes .... k bonita amistad ,non-biased
ola wapa k tal stas?? spero k no seas una sorra kmo las otras xikas - machirulo qué cojones jajsakjkjsadjjsjasjajaja,biased
"@r_falque bueno, a veces es lo único que tengo, y hay algunos que merecen la pena ",non-biased
primer logro del año cumplido. me agregaron al grupo de desayunos de mi trabajo #aquiestatugordobabymylove,non-biased
"@edo_diaz ¡hola! hemos confirmado que la señal se transmitió correctamente en la región, por favor revisa con tu cableoperador",non-biased
@radioskylab_es ¡pero explicar a fondo las zonas habitables y que condiciones necesita un planeta para serlo! ,non-biased
"@elgolfo esta es la segunda vez que los veo y sí, muy pichicatos con los hits, ny city boy de mis favoritas y nunca se las he escuchado",non-biased
@luixuz yo también no te dí permiso de que te fueras y me dejaras sola con el bebé,non-biased
"odio que mi celular se ponga así odio tuitear desde la compu, no puedo poner emojis.",non-biased
que feo se siente o más bien que mal me siento al ver que se están robando un carro y el cabrón te ve cuando lo esta haciendo,non-biased
@abieeflores si neta todos cerraron en chinguisima,non-biased
"es neta que bye refrescos, bye harina y bye antojitos de chucherías",non-biased
"@fxnoname @betwin__ eso no se le debe decir ni a tu peor enemigo, que cruel , nadie es peor que el caramusgo del torete ",biased
@marianagrarod @dctorre ya puedes ser feliz,non-biased
"ya me da miedo dormir con alguien, hablo sola y que tal si digo cosas que no debo",non-biased
"nunca vi a nadie gritar de terror ni saltar tanto en tan poco tiempo jajajajajajajajajajajajaja p no soy cruel, fue con cariño ",non-biased
"cuando ves a alguien que te lo ha hecho pasar tan mal, pero no sientes nada. eso es lo mejor que te puede pasar ",non-biased
"@yoohookane @stellone_cthun eres un sinvergüenza,hay ke dormir mas,yo he dormio 6 horas (porke no tengo legion hasta hoy) ",non-biased
"ya no me burlare cuando les pasó algo a mis amigos, por qué luego me sucede algo parecido y ya no me es gracioso",non-biased
cuando le he dicho a la bollo que estoy morena se ha reído en mi cara ,non-biased
paseito... laika cumple en pocos días 5 años... 5 la condenada !!!!! #ilovedogs #thepack…,non-biased
siii te traje un tecuerdo @la_joyita2 pero me extraviaron mi mochila debajo del autobús y pues ahi se perdió es neta. hasta mi cel fue.,non-biased
@imrdramas ni un cuerno retorcido como me decían antes,non-biased
amo las mujeres que manejan estándar,biased
"@auronplay que casualidad que la primera llamada que le hacen al arruinado la coge,pero las otras no.no será que es el mismo. un abrazo ",non-biased
@adriansoler espero y deseo que el interior te cause lo mismo ,biased
"buenos días! si permites que tu corazón sea tu brújula, tu mente sea tu mapa y tu alma sea tu guía, entonces nunca te perderás... besitos",non-biased
"@defconplay de hecho lo confirmo, los caminos y las casitas son las mismas ",non-biased
"@anayainfantil @ayuntamientoibi @bibliotecaibi sí, perfecto, pero mi duda es si hay límites de edad para presentarse al concurso. gracias ",non-biased
"@ximovr @gsus_77 @mediavida5 lo bueno y lo malo, ojo. que a nosotros fijo que nos quitan alguno. ",non-biased
"buenos días!!! no te enojes. recuerda que la gente no te hace cosas, la gente hace cosas y tú decides si te afectan o no... besitos",non-biased
@josebrit sigo sin acostumbrarme a su nueva boca/dientes ,biased
ser mamá es lo más lindo de ser mujer.,biased
"@blasauryn si es que no puedo olvidar cuando te viii, imposible. que resumiendo, no te puedo olvidar  y no lo haré jamás chiqui",non-biased
"eres bien divertida y me das mucha risa, siempre andas de buenas y eso me agrada, eres muy buena persona, ya no tengas tantos crushes",non-biased
@mrswxllace tres tristes trokistas pican piedra en un gulag ,non-biased
"la peor noche, no se como pude dormir así de enferma",non-biased
gallina vieja hace buen caldo,biased
"@faranduleroyo pues espero que no lo digas por mi niña o no voto mas  memeo, bueno cada uno tendra su opinion +",non-biased
"@extranjerodm exacto, la foto la tomé en la rueda de prensa, pues yo fui al que fey subio y difundo mis fotos como esto es lo que hago",non-biased
"dios me ha sorprendido en esta semana,una caja de cafe,cosas de la tesis,vienen cosas mejores ya sige lo de mi maestría,y una ella,jajaja",biased
"en serio, tenéis que verosla ya ",non-biased
oye @luciaskaa te pones a hablar con @josecs02 como en los viejos tiempos y no avisas  @juanalfonso251 @crisdazgar,non-biased
"@lakarcel @pimpsokzio ya me lo llevé la semana pasada, pensaba que seríais los primeros en darme, jo ",non-biased
#feliz septiembre..es bonito retarse..es increible lo mucho que puedes aprender.. medirse con el obstáculo..eres la joyita de la corona,biased
estoy en una montaña rusa emocional en la que pilotan mis ovarios. de putis ,non-biased
"@teogarciaegea @paconadal de nuevo, encantado. y a mi tampoco me gustan esos titulares tendenciosos. pero tampoco los opuestos  saludos.",non-biased
"estoy tan sad pero tan sad de los conciertos anunciados a los cuales no iré y la pinche ruby con su guitarra, me deberían patrocinar a mi",non-biased
